cigar	雪茄
dykon	迪肯
dynel	达尼尔
dynes	戴恩斯
dzhos	乔斯
eagre	老鹰
ealed	伊莱德
eales	埃莱斯
eaned	底部
eards	耳朵
eared	耳朵
earls	伯爵
earns	赚
earnt	恩特
earst	第一
eased	缓和
easer	画架
eases	缓和
easle	轻松的
easts	东边
eathe	错误
eaved	屋檐
eaves	屋檐
ebbed	退潮
ebbet	忙吗？
ebons	乌木
ebook	书
ecads	ECADS
eched	埃希德
eches	埃切斯
echos	回声
ecrus	埃克鲁斯
edema	水肿
edged	边缘的
edger	磨边机
edges	边缘
edile	白天
edits	编辑
educe	引出
educt	排出
eejit	ejitit
eensy	单身
eeven	简单的
eevns	简单的
effed	影响
egers	所有者
egest	埃格斯特
eggar	鸡蛋
egged	怂恿
egger	爱格
egmas	埃格马斯
ehing	爱玲
eider	羽绒
eidos	年
eigne	先生者
eiked	艾克
eikon	艾肯
eilds	秒
eisel	铁
ejido	伊吉多
ekkas	埃克斯
elain	伊莱恩
eland	伊兰
elans	埃兰
elchi	埃尔基
eldin	埃尔丁
elemi	埃莱米
elfed	精灵
eliad	列表
elint	埃琳特
elmen	埃尔门
eloge	私奔
elogy	伊洛吉
eloin	移走
elops	私奔
elpee	总是
elsin	埃尔辛
elute	洗脱
elvan	十一
elven	河流
elver	河流
elves	精灵
embar	安巴
embay	埃贝
embow	浮雕
embus	埃姆斯
emeer	记忆
emend	修正
emerg	埃默格
emery	金刚砂
emeus	峨眉
emics	流行病
emirs	埃米尔
emits	散发
emmas	艾玛斯
emmer	埃默尔
emmet	埃米特
emmew	埃默
emmys	艾美奖
emoji	表情符号
emong	埃蒙。
emote	表情
emove	情感
empts	清空
emule	埃穆勒
emure	鸸鹋
emyde	埃米德
emyds	埃米兹
enarm	使能
enate	使能
ended	结束了
ender	安德
endew	恩德
endue	恩杜
enews	新的
enfix	恩菲克斯
eniac	埃尼亚克
enlit	插入
enmew	名字
ennog	天
enoki	单位
enols	烯醇
enorm	诺姆
enows	伊诺斯。
enrol	登记
ensew	恩索
ensky	恩斯基
entia	恩提亚
enure	埃努尔
enurn	埃努恩
envoi	正在发送
enzym	酵素
eosin	曙红
epees	重剑
ephah	埃帕
ephas	伊法
ephod	以弗德
ephor	伊弗
epics	史诗
epopt	埃波特
epris	埃普里斯
eques	骑士
equid	马
erbia	埃尔比亚
erevs	埃列夫
ergon	埃尔根
ergos	因此
ergot	麦角
erhus	二胡
erica	艾丽卡
erick	埃里克
erics	埃里克斯
ering	戒指
erned	欧内斯
ernes	这个
erose	侵蚀
erred	犯错
erses	厄斯
eruct	埃鲁克特
erugo	埃鲁戈
erven	继承
ervil	埃尔维尔
escar	埃斯卡
escot	埃斯科特
esile	薄的
eskar	埃斯卡
esker	昨天
esnes	埃斯内斯
esses	这些
estoc	埃斯托克
estop	埃斯托普
estro	埃斯特罗
etage	地板
etape	步
etats	埃塔茨
etens	伊滕斯
ethal	伦理的
ethne	埃涅
ethyl	乙基
etics	伊提
etnas	埃特纳
ettin	埃廷
ettle	埃特尔
etuis	埃图伊斯
etwee	之间
etyma	词根
eughs	尤格斯
euked	尤金
eupad	尤帕德
euros	欧元
eusol	尤索尔
evens	晚上
evert	埃弗特
evets	伊夫茨
evhoe	埃夫霍
evils	邪恶
evite	避免
evohe	埃沃
ewers	水壶
ewest	埃维斯特
ewhow	哇
exams	考试
exeat	埃克塞特
execs	高管
exeem	埃克塞姆
exeme	埃克塞姆
exfil	埃克斯菲尔
exies	出口
exine	外壁
exing	退出
exits	出口
exode	出埃及记
exome	外显子组
exons	外显子
expat	外籍人士
expos	暴露
exude	流露
exuls	分泌
exurb	外星生物
eyass	下车
eyers	眼睛
eyots	字节
eyras	耳朵
eyres	东
eyrie	艾莉
eyrir	耳朵
ezine	4
fabby	法比
faced	面对
facer	做
faces	面孔
facia	仪表板
facta	事实
facts	事实
faddy	法迪
faded	已褪色的
fader	推子
fades	褪色
fadge	法奇
fados	法多斯
faena	费娜
faery	仙灵
faffs	假货
faffy	法菲
faggy	基佬
fagin	费金
fagot	法格特
faiks	法克斯
fails	失败
faine	费恩
fains	费恩斯
fairs	集市
faked	伪造的
faker	传真
fakes	赝品
fakey	法基
fakie	倒滑姿势
fakir	传真
falaj	输水道
falls	瀑布
famed	著名的
fames	饥荒
fanal	灯
fands	粉丝们
fanes	法恩斯
fanga	风扇
fango	泥
fangs	尖牙
fanks	芬克斯
fanon	风扇
fanos	粉丝
fanum	法纳姆
faqir	页面
farad	危险
farci	让我们
farcy	闹剧
fards	法兹
fared	进展顺利
farer	危害；
fares	车费
farle	制造它们
farls	放屁
farms	农场
faros	油漆
farro	聚会
farse	法斯
farts	放屁
fasci	光束
fasti	斋戒
fasts	禁食
fated	命中注定的
fates	命运
fatly	肥胖的
fatso	胖子
fatwa	法特瓦
faugh	福。
fauld	福尔德
fauns	牧神
faurd	法德
fauts	放下
fauve	福维
favas	豆
favel	贫民窟
faver	法弗
faves	爱好
fawns	小鹿
fawny	凉爽的
faxed	传真
faxes	传真
fayed	费耶德
fayer	费耶
fayne	文件
fayre	文件
fazed	费兹
fazes	费兹
feals	小便
feare	害怕
fears	恐惧
feart	字节
fease	费斯
feats	壮举
feaze	费兹
feces	粪便
fecht	冲突
fecit	制造的
fecks	费克斯
fedex	联邦快递
feebs	感觉
feeds	喂养
feels	感觉
feens	仙女
feers	远的
feese	阶段
feeze	费兹
fehme	什瓦特
feint	假装
feist	星期五
felch	费尔奇
felid	费利德
fells	倒下
felly	费利
felts	领域
felty	场
femal	女性的
femes	女性
femmy	女人
fends	抵挡
fendy	婊子
fenis	菲尼斯
fenks	芬克斯
fenny	芬尼
fents	芬茨
feods	食品
feoff	菲奥夫
ferer	费雷斯
feres	费雷斯
feria	费里亚
ferly	狂热地
fermi	费米
ferms	蕨类植物
ferns	蕨类植物
ferny	蕨类植物
fesse	臀部
festa	聚会
fests	固定的
festy	节日
fetas	胎儿
feted	盛宴
fetes	宴请
fetor	胎儿
fetta	片
fetts	费茨
fetwa	费塔
feuar	二月
feuds	世仇
feued	火
feyed	费耶德
feyer	费耶
feyly	费尔斯
fezes	粪便
fezzy	费兹
fiars	菲亚斯
fiats	菲亚特
fibro	纤维
fices	菲斯
fiche	插头
fichu	该死的。
ficin	菲恩
ficos	菲科斯
fides	菲德斯
fidge	菲奇
fidos	电邮
fiefs	封地
fient	恶魔
fiere	骄傲
fiers	骄傲
fiest	恶魔
fifed	大脚
fifer	菲弗
fifes	法夫
fifis	菲菲
figgy	无花果
figos	数字
fiked	失败
fikes	修复
filar	丝线
filch	窃取
filed	提出
files	文件夹
filii	孩子们
filks	菲尔克斯
fille	女孩
fillo	儿子
fills	填满
filmi	胶卷
films	电影
filos	菲洛斯
filum	丝
finca	庄园
finds	发现
fined	罚款
fines	罚款
finis	完成
finks	芬克斯
finny	芬尼
finos	结束
fiord	峡湾
fiqhs	菲克斯
fique	停留
fired	解雇
firer	四
fires	开火
firie	菲丽
firks	峡湾
firms	公司
firns	火
firry	菲里
firth	弗斯
fiscs	财政部
fisks	鱼
fists	拳头
fisty	拳头
fitch	惠誉
fitly	恰到好处
fitna	频率
fitte	菲特
fitts	猫咪
fiver	五
fives	五
fixed	固定的
fixes	修复
fixit	固定的
fjeld	费尔德
flabs	小瓶
flaff	炫耀
flags	旗帜
flaks	运气
flamm	火焰
flams	火焰
flamy	火焰
flane	法兰
flans	法兰
flaps	襟翼
flary	闪光的
flats	平地
flava	黄色的
flawn	缺陷
flaws	瑕疵
flawy	弗拉瓦
flaxy	亚麻的
flays	剥皮
fleam	跳蚤
fleas	跳蚤
fleek	弗雷克
fleer	弗雷尔
flees	逃离
flegs	箭头
fleme	跳蚤
fleur	芙蓉
flews	赘肉
flexi	弯曲
flexo	箭头
fleys	箭头
flics	电影
flied	飞
flies	苍蝇
flimp	飞人
flims	菲姆斯
flips	翻转
flirs	传单
flisk	好的
flite	飞
flits	飞片
flitt	弗利特
flobs	絮状物
flocs	絮状物
floes	浮冰
flogs	鞭子
flong	鞭子
flops	失败
flors	花
flory	弗洛里
flosh	鞭打
flota	舰队
flote	浮动
flows	流动
flubs	侥幸
flued	流体
flues	烟道
fluey	弗雷
fluky	侥幸的
flump	蓬松
fluor	氟
flurr	慌乱
fluty	长笛
fluyt	流体
flyby	飞过
flype	轻弹
flyte	飞行
foals	小马驹
foams	泡沫
foehn	出口
fogey	模糊的
fogie	雾
fogle	抓住
fogou	火
fohns	fontchooser
foids	鹅肝
foils	箔
foins	福因斯
folds	褶皱
foley	福利
folia	叶
folic	叶状的
folie	精神错乱
folks	乡亲们
folky	乡亲们
fomes	饥荒
fonda	方达
fonds	基金
fondu	背景
fones	丰内斯
fonly	可爱的
fonts	字体
foods	食品
foody	美食家
fools	傻瓜
foots	脚
footy	富足的
foram	是
forbs	福布
forby	禁令
fordo	福尔多
fords	福兹
forel	弗雷尔
fores	弗雷斯
forex	外汇
forks	叉子
forky	叉子
forms	形式
forts	强壮
forza	力量
forze	军队
fossa	福萨
fosse	壕
fouat	福亚特
fouds	福兹
fouer	福伊尔
fouet	鞭子
foule	人群
fouls	犯规
fount	喷泉
fours	四
fouth	错误
fovea	中心凹
fowls	家禽
fowth	福斯
foxed	狐狸
foxes	狐狸
foxie	狐狸
foyle	福伊尔
foyne	线
frabs	碎片
frack	压裂
fract	碎裂
frags	碎片
fraim	弗雷姆
franc	法郎
frape	打
fraps	弗拉普斯
frass	短语
frate	兄弟
frati	兄弟
frats	兄弟会
fraus	短语
frays	磨损
frees	释放
freet	自由的
freit	自由的
fremd	_前进
frena	刹车
freon	氟利昂
frere	兄弟
frets	烦恼
fribs	薯条
frier	炸薯条
fries	炸薯条
frigs	护卫舰
frise	天气很冷。
frist	弗里斯特
frith	弗里斯
frits	熔块
fritt	自由的
frize	天气很冷。
frizz	卷曲
froes	寒冷的
frogs	青蛙
frons	青蛙
frore	问
frorn	青蛙
frory	霜冻
frosh	嬉戏
frows	蛙类
frowy	弗劳
frugs	水果
frump	美丽的
frush	弗鲁什
frust	弗罗斯特
fryer	油炸锅
fubar	福巴尔
fubby	富比
fubsy	富比
fucks	操
fucus	福卡斯
fuddy	老古董
fudgy	软糖
fuels	燃料
fuero	富罗
fuffs	福夫斯
fuffy	富菲
fugal	赋格
fuggy	闷热的
fugie	逃跑
fugio	富吉奥
fugle	福格尔
fugly	鸟
fugus	福格斯
fujis	融合
fulls	满的
fumed	愤怒的
fumer	吸烟
fumes	烟雾
fumet	烟
fundi	芬迪
funds	基金
fundy	底部
fungo	芬戈
fungs	冯
funks	芬克斯
fural	糠醛
furan	呋喃
furca	福卡
furls	卷起
furol	糠醛
furrs	毛皮
furth	此外
furze	放屁
furzy	皮草
fused	融合
fusel	杂醇
fuses	熔丝
fusil	步枪
fusks	福克斯
fusty	守旧的
futon	蒲团
fuzed	引信
fuzee	引信
fuzes	引信
fuzil	引信
fyces	王牌
fyked	费克
fykes	费克斯
fyles	填满
fyrds	灯塔
fytte	费特
gabba	加巴
gabby	加比
gable	山墙
gaddi	加迪
gades	加德斯
gadge	年
gadid	女孩
gadis	女孩
gadje	复发页
gadjo	切换器
gadso	评级
gaffs	鱼叉
gaged	塞住
gager	加格
gages	量规
gaids	预期
gains	利润
gairs	话
gaita	口琴
gaits	步态
gaitt	盖特
gajos	伙计们
galah	加拉
galas	庆典
galax	加拉克斯
galea	加利亚
galed	擦伤
gales	大风
galls	胆汁
gally	勇敢的
galop	飞奔
galut	高卢
galvo	头
gamas	范围
gamay	加梅
gamba	腿
gambe	腿
gambo	甘博
gambs	甘布斯
gamed	游戏
games	游戏
gamey	勇敢的
gamin	孩子
gamme	范围
gammy	格米
ganch	全部的
gandy	甘迪
ganef	甘尼夫
ganev	加内夫
gangs	帮派
ganja	杂草
ganof	加诺夫
gants	手套
gaols	监狱
gaped	张开嘴
gaper	张嘴
gapes	目瞪口呆
gapos	缺口
gappy	加皮
garbe	加贝
garbo	嘉宝
garbs	装束
garda	加尔达
garis	线
garms	加姆斯。
garni	大的
garre	加勒
garth	加思
garum	鱼露
gases	气体
gasps	喘息
gaspy	加斯皮
gasts	客人
gatch	盖奇
gated	大门
gater	街道
gates	盖茨
gaths	盖斯
gator	鳄鱼
gauch	左撇子
gaucy	高西
gauds	高斯
gauje	很快
gault	高尔特
gaums	高姆斯
gaumy	俗艳的
gaups	高普
gaurs	白肢野牛
gauss	高斯
gauzy	薄纱的
gavot	加沃特
gawcy	说话者
gawds	高兹
gawks	目瞪口呆
gawps	目瞪口呆
gawsy	瓦斯
gayal	盖亚尔
gazal	气体
gazar	板材ary
gazed	凝视
gazes	凝视
gazon	凝视
gazoo	加索
geals	光
geans	手套
geare	齿轮
gears	齿轮
geats	赫茨
gebur	出生
gecks	格克斯
geeks	极客
geeps	极客
geest	介意
geist	精神
geits	盖茨
gelds	凝胶
gelee	吉利
gelid	凝胶
gelly	胶状的
gelts	盖尔斯
gemel	常见的
gemma	杰玛
gemmy	杰米
gemot	杰莫特
genal	一般的
genas	消息
genes	基因
genet	吉内特
genic	基因的
genii	天才
genip	精灵
genny	热尼
genoa	热那亚
genom	作者：
genro	根罗
gents	绅士
genty	男洗手间
genua	基纳
genus	属
geode	晶洞
geoid	大地水准面
gerah	移动
gerbe	滑轮
geres	基尔斯
gerle	盖尔
germs	细菌
germy	德语的
gerne	喜欢
gesse	格塞
gesso	石膏
geste	手势
gests	手势
getas	赫塔斯
getup	打扮
geums	格姆
geyan	齿轮
geyer	耶
ghast	可怕的
ghats	可能
ghaut	高特
ghazi	加齐
ghees	盖斯
ghest	根斯特
ghyll	盖尔
gibed	嘲笑
gibel	箭头
giber	对
gibes	嘲笑
gibli	吉布利
gibus	吉布斯
gifts	礼品
gigas	千兆
gighe	吉赫
gigot	吉戈特
gigue	吉格
gilas	疯子。
gilds	吉尔兹
gilet	背心
gills	鳃
gilly	吉利
gilpy	吉尔普斯
gilts	母猪
gimel	吉梅尔
gimme	给我
gimps	笨蛋
gimpy	懦弱的
ginch	金奇
ginge	我已经走了
gings	金格斯
ginks	金克斯
ginny	金妮
ginzo	金佐
gipon	吉蓬
gippo	吉波
gippy	吉比
girds	腰带
girls	女孩们
girns	吉恩斯
giron	吉隆
giros	吉罗斯
girrs	围儿
girts	围带
gismo	吉斯莫
gisms	吉斯姆
gists	酵母
gitch	吉奇
gites	吉特
giust	朱斯
gived	鉴于
gives	给予
gizmo	小发明
glace	冰
glads	幸福的
glady	格拉迪
glaik	格拉克
glair	格拉尔
glams	闪耀
glans	龟头
glary	耀眼的
glaum	玻璃
glaur	清楚的
glazy	耀眼的
gleba	格雷巴
glebe	土壤
gleby	土壤
glede	关于
gleds	高兴
gleed	高兴地
gleek	幸福的
glees	欢乐
gleet	格莱特
gleis	轨道
glens	峡谷
glent	格伦特
gleys	格雷斯
glial	胶质的
glias	玻璃
glibs	油嘴滑舌
gliff	格利夫
glift	格利夫特
glike	英语
glime	微光
glims	闪光
glisk	格利克
glits	格利茨
glitz	浮华
gloam	格洛姆
globi	罚款
globs	地球仪
globy	地球
glode	幸灾乐祸
glogg	格洛格
gloms	格洛姆斯
gloop	格鲁普
glops	格洛普斯
glost	格洛斯特
glout	幸灾乐祸
glows	发光
gloze	幸灾乐祸
glued	胶合
gluer	胶水工
glues	胶水
gluey	胶状的
glugs	胶水
glume	颖片
glums	忧郁
gluon	胶子
glute	臀大肌
gluts	过剩
gnarl	格纳尔
gnarr	啃咬
gnars	啃咬
gnats	蚊虫
gnawn	啃
gnaws	啃
gnows	侏儒
goads	刺激
goafs	采空区
goals	目标
goary	高丽
goats	山羊
goaty	山羊
goban	戈班
gobar	戈巴
gobbi	戈比
gobbo	驼背
gobby	戈比
gobis	蘑菇
gobos	有色片
godet	很好。
godso	老天爷
goels	好的
goers	观众
goest	客人
goeth	红色
goety	戈茨
gofer	戈弗
goffs	空间
gogga	戈加
gogos	戈戈斯
goier	戈耶
gojis	戈吉斯
golds	黄金
goldy	戈迪
goles	进球数
golfs	高尔夫
golpe	打击
golps	高尔夫球
gombo	高脚杯
gomer	戈默
gompa	粘贴
gonef	戈内夫
gongs	锣
gonia	追逐
gonif	戈尼夫
gonks	冈克斯
gonna	将要
gonof	戈诺夫
gonys	戈尼斯
gonzo	极不寻常的
gooby	古比
goods	商品
goofs	傻瓜
googs	傻瓜
gooks	外国佬
gooky	粘乎乎的
goold	金色的
gools	傻瓜
gooly	粘的
goons	暴徒
goony	傻瓜
goops	傻瓜
goopy	黏糊糊的
goors	傻瓜
goory	黏糊糊的
goosy	粘乎乎的
gopak	戈帕克
gopik	戈皮克
goral	戈拉尔
goras	脱粒机
gored	刺伤
gores	戈尔
goris	燃料
gorms	蓝色
gormy	戈姆斯
gorps	戈普斯
gorse	金雀花
gorsy	紧身胸衣
gosht	天哪
gosse	孩子
gotch	哥特
goths	哥特人
gothy	哥特
gotta	得以
gouch	古奇
gouks	古克斯
goura	蓝凤冠鸠
gouts	痛风
gouty	痛风
gowan	戈万
gowds	礼服
gowfs	戈夫斯
gowks	长袍
gowls	长袍
gowns	礼服
goxes	护目镜
goyim	戈伊姆
goyle	高尔
graal	格拉尔
grabs	抓住
grads	毕业生
graff	格拉夫
graip	圣杯
grama	克
grame	克
gramp	格拉普
grams	克
grana	格拉纳
grans	格兰斯
grapy	葡萄
gravs	坟墓
grays	灰色
grebe	格雷布
grebo	希腊人
grece	希腊人
greek	希腊人
grees	%1度
grege	希腊人
grego	希腊人
grein	文章
grens	限制
grese	格雷斯
greve	数
grews	格雷斯
greys	灰色的
grice	格里斯
gride	格里德
grids	网格
griff	格里夫
grift	诈骗
grigs	格里格斯
grike	希腊人
grins	格伦斯
griot	格里奥
grips	握紧
gript	握紧
gripy	握紧
grise	灰色
grist	格里斯特
grisy	格里西
grith	格里斯
grits	砂砾
grize	灰色的
groat	腹股沟
grody	城堡
grogs	烧粉
groks	希腊人
groma	格罗马
grone	绿色
groof	格罗夫
grosz	总的
grots	洞穴
grouf	【谚】rowu
grovy	小树林
grows	生长
grubs	幼虫
grued	厚的
grues	灰色
grufe	扒
grume	格鲁姆
grump	发脾气
grund	地面
gryce	格赖斯
gryde	锅
gryke	希腊人
grype	格雷型
guaco	瓜可
guana	瓜纳
guano	鸟粪
guans	鸟人
guars	瓜尔斯
gucks	废话
gucky	古奇
gudes	诸神
guffs	废话
gugas	古加斯
guids	伪装
guiro	圭罗
gulag	古拉格
gular	黄色的
gulas	八月
gules	红色
gulet	黄色的
gulfs	大口
gulfy	大口
gulls	海鸥
gulph	古尔夫
gulps	大口喝
gulpy	Gulpy公司
gumma	树胶瘤
gummi	橡胶
gumps	口香糖
gundy	冈迪
gunge	条件
gungy	粘乎乎的
gunks	怪人
gunky	粘乎乎的
gunny	麻布的
guqin	深度
gurdy	古迪
gurge	古尔奇
gurls	古尔斯
gurly	古里
gurns	古恩斯
gurry	古里
gursh	格什
gurus	大师
gushy	丰满的
gusla	古斯拉
gusle	光
gusli	轻的
gussy	格西
gusts	阵风
gutsy	勇敢的
gutta	古塔
gutty	家伙
guyed	盖伊
guyle	盖尔
guyot	盖约
guyse	眼睛
gwine	删除网络地址。gwine
gyals	脑回
gyans	犯罪嫌疑人
gybed	旋转
gybes	吉布斯
gyeld	吉尔德
gymps	健身房
gynae	雌蕊
gynie	吉妮
gynny	金妮
gynos	gnoys
gyoza	脑回
gyppo	吉波
gyppy	吉皮
gyral	脑回
gyred	红色
gyres	回旋
gyron	陀螺
gyros	陀螺
gyrus	脑回
gyved	旋转
gyves	回旋
haafs	哈夫斯
haars	她
hable	说话
habus	联系方式
hacek	乱劈
hacks	黑客
hadal	通话
haded	Haded
hades	星星
hadji	运送
hadst	哈斯特
haems	哈姆斯
haets	哈克茨
haffs	礁湖
hafiz	哈菲兹
hafts	斧头
haggs	哈格斯
hahas	哈哈
haick	哈克
haika	鲨鱼
haiks	海克斯
haiku	俳句
hails	欢呼
haily	海莉
hains	海恩斯
haint	海特
hairs	头发
haith	海斯
hajes	昨天
hajis	头发
hajji	头发
hakam	法官
hakas	哈卡斯
hakea	应用
hakes	哈克斯
hakim	哈基姆
hakus	搜索
halal	清真的
haled	硬朗的
haler	黑尔
hales	黑尔斯
halfa	哈尔法
halfs	一半
halid	左口鱼
hallo	你好
halls	大厅
halma	稻草
halms	稻草
halon	哈龙
halos	光环
halse	喉咙
halts	停顿
halva	一半
halwa	哈尔瓦
hamal	哈马尔
hamba	奴隶
hamed	哈米德
hames	哈姆斯
hammy	哈米
hamza	哈姆扎
hanap	哈纳普
hance	汉斯
hanch	汉奇
hands	手
hangi	设置RSDP、XSDT和RSDT.hangi的创建者版本
hangs	悬挂
hanks	汉克斯
hanky	手帕
hansa	汉莎
hanse	汉斯
hants	闹鬼
haole	豪乐
haoma	阅读
hapax	哈帕克斯
haply	顿悟
happi	氧气
hapus	删除
haram	被禁止的
hards	硬汉
hared	砍掉
hares	野兔
harim	天
harks	听着
harls	哈尔
harms	伤害
harns	哈恩斯
haros	哈罗斯
harps	竖琴
harts	哈特
hashy	哈西
hasks	哈克斯
hasps	搭扣
hasta	直到
hated	憎恨
hates	讨厌
hatha	哈塔
hauds	豪兹
haufs	堆
haugh	哈
hauld	拖
haulm	海姆
hauls	拖运
hault	拖运
hauns	豪斯
hause	豪斯
haver	伙计
haves	富人
hawed	支吾
hawks	鹰派
hawms	霍姆斯
hawse	锚链
hayed	海耶德
hayer	不
hayey	海伊
hayle	海勒
hazan	哈桑
hazed	模糊的
hazer	黑泽尔
hazes	雾霾
heads	头
heald	综
heals	治愈
heame	希姆
heaps	堆
heapy	堆
heare	赫尔
hears	听到
heast	东边
heats	加热
heben	举起
hebes	海布斯
hecht	赫克特
hecks	海克斯
heder	海德
hedgy	海吉
heeds	注意
heedy	希迪
heels	鞋跟
heeze	注意
hefte	周
hefts	分量
heids	海德斯
heigh	嗨
heils	总数
heirs	继承人
hejab	赫贾布
hejra	海吉拉
heled	完成
heles	海尔斯
helio	氦
hells	地狱
helms	赫尔姆斯
helos	你好
helot	海洛特
helps	帮助
helve	赫尔夫
hemal	赫马尔
hemes	血红素
hemic	偏瘫的
hemin	血红素
hemps	亨普斯
hempy	哼哼的
hench	健美的男士
hends	亨兹
henge	恒河
henna	指甲花
henny	亨尼
henry	亨利
hents	亨茨
hepar	肝
herbs	草本植物
herby	赫比
herds	畜群
heres	这里
herls	和赫尔斯
herma	赫尔玛
herms	隐士
herns	肾病和卒中
heros	英雄
herry	亨利
herse	赫塞
hertz	赫兹
herye	昨天
hesps	赫斯普
hests	海丝特
hetes	7
heths	赫斯
heuch	十六进制
heugh	哈
hevea	橡胶树
hewed	砍
hewer	昨天
hewgh	哼
hexad	六面体
hexed	勒克塞德
hexer	赫瑟
hexes	赫克斯
hexyl	己基
heyed	海耶德
hiant	歌曲
hicks	希克斯
hided	隐藏
hider	隐藏
hides	兽皮
hiems	希姆斯
highs	高点
hight	高度
hijab	头巾
hijra	绿色
hiked	徒步旅行
hiker	徒步旅行者
hikes	徒步旅行
hikoi	出汗
hilar	希拉
hilch	山丘
hillo	希洛
hills	山丘
hilts	剑柄
hilum	门
hilus	门
himbo	希博
hinau	希诺
hinds	母鹿
hings	欣
hinky	古怪的
hinny	欣妮
hints	提示
hiois	昨天
hiply	时髦的
hired	雇佣
hiree	承租人
hirer	租用人
hires	雇佣
hissy	嘶嘶声
hists	历史学者
hithe	发烧
hived	蜂巢
hiver	冬季
hives	荨麻疹
hizen	昨天
hoaed	高度
hoagy	灰白的
hoars	游戏
hoary	老掉牙的
hoast	马
hobos	流浪汉
hocks	飞节
hocus	霍克斯
hodad	标题
hodja	标题
hoers	妓女
hogan	霍根
hogen	高的
hoggs	霍格斯
hoghs	霍格斯
hohed	高度
hoick	嘿
hoied	等待
hoiks	我们一直在
hoing	等一下
hoise	举起
hokas	典当
hoked	霍克
hokes	霍克斯
hokey	霍基
